Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
Filipe Luís,Atlético,0.0,0.07142857142857142,0.25,0.0,0.2,0.12,0.0,0.0,0.782608695652174
Koke,Atlético,0.0,0.14285714285714285,0.0,0.0,0.1,0.32,0.0,0.0,0.782608695652174
Griezmann,Atlético,0.0,0.2857142857142857,0.75,0.0,0.0,0.08,0.14285714285714285,0.2857142857142857,0.782608695652174
Fernández,Atlético,0.0,0.07142857142857142,0.25,0.0,0.1,0.04,0.0,0.0,0.48695652173913045
Gabi,Atlético,0.0,0.14285714285714285,0.0,0.0,0.2,0.24,0.14285714285714285,0.0,0.782608695652174
Saúl Ñíguez,Atlético,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Juanfran,Atlético,0.0,0.0,0.0,0.0,0.2,0.4,0.14285714285714285,0.0,0.782608695652174
Carrasco,Atlético,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6521739130434783
Giménez,Atlético,0.0,0.14285714285714285,0.0,0.0,0.9,0.0,0.2857142857142857,0.0,0.782608695652174
"Moyà
 (GK)",Atlético,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kranevitter,Atlético,0.0,0.14285714285714285,0.0,0.0,0.1,0.16,0.14285714285714285,0.42857142857142855,0.13043478260869565
Torres,Atlético,0.0,0.21428571428571427,0.25,0.0,0.0,0.08,0.14285714285714285,0.0,0.2956521739130435
Correa,Atlético,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gámez,Atlético,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hernández,Atlético,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044
Vietto,Atlético,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Simeone,Atlético(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zoet
 (GK)",PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Isimat-Mirin,PSV,0.0,0.0,0.0,0.0,0.2,0.0,0.14285714285714285,0.0,0.782608695652174
Moreno,PSV,0.0,0.07142857142857142,0.0,0.0,0.30000000000000004,0.0,0.14285714285714285,0.0,0.782608695652174
Arias,PSV,0.0,0.14285714285714285,0.0,0.0,0.4,0.04,0.2857142857142857,0.0,0.782608695652174
Bruma,PSV,0.0,0.0,0.0,0.0,0.4,0.0,0.14285714285714285,0.0,0.782608695652174
Pröpper,PSV,0.0,0.0,0.0,0.0,0.2,0.16,0.42857142857142855,0.0,0.782608695652174
L. de Jong,PSV,0.0,0.07142857142857142,0.25,0.0,0.1,0.0,0.7142857142857142,0.0,0.1565217391304348
Willems,PSV,0.0,0.07142857142857142,0.0,0.0,0.30000000000000004,0.12,0.0,0.0,0.6521739130434783
Guardado,PSV,0.0,0.07142857142857142,0.0,0.0,0.2,0.04,0.0,0.0,0.782608695652174
Locadia,PSV,0.0,0.07142857142857142,0.25,0.0,0.2,0.08,0.2857142857142857,0.0,0.7565217391304347
Van Ginkel,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.782608695652174
"Pasveer
 (GK)",PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schaars,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Narsingh,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216
Lestienne,PSV,0.0,0.07142857142857142,0.0,0.0,0.0,0.04,0.0,0.0,0.026086956521739132
Jozefzoon,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brenet,PSV,0.0,0.14285714285714285,0.0,0.0,0.1,0.08,0.0,0.0,0.13043478260869565
Hendrix,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillip Cocu,PSV(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hart
 (GK)",Man. City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Kompany,Man. City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06086956521739131
Zabaleta,Man. City,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.782608695652174
Fernando,Man. City,0.0,0.0,0.0,0.0,0.4,0.0,0.14285714285714285,0.0,0.782608695652174
Agüero,Man. City,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.782608695652174
Jesús Navas,Man. City,0.0,0.14285714285714285,0.0,0.0,0.0,0.16,0.0,0.0,0.782608695652174
David Silva,Man. City,0.0,0.0,0.0,0.0,0.1,0.04,0.2857142857142857,0.0,0.6869565217391305
Clichy,Man. City,0.0,0.0,0.0,0.0,0.2,0.16,0.2857142857142857,0.14285714285714285,0.782608695652174
Fernandinho,Man. City,0.0,0.0,0.0,0.0,0.2,0.0,0.2857142857142857,0.0,0.782608695652174
Otamendi,Man. City,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.20869565217391306
Touré,Man. City,0.0,0.14285714285714285,0.25,0.0,0.0,0.0,0.14285714285714285,0.0,0.782608695652174
"Caballero
 (GK)",Man. City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sterling,Man. City,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,0.09565217391304348
Kolarov,Man. City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bony,Man. City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mangala,Man. City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7217391304347827
Demichelis,Man. City,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.14285714285714285,0.0,0.5739130434782609
M. García,Man. City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Pellegrini,Man. City(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shovkovskiy
 (GK)",Dynamo Kyiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Miguel Veloso,Dynamo Kyiv,0.0,0.07142857142857142,0.0,0.0,0.2,0.04,0.42857142857142855,0.0,0.782608695652174
Antunes,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.1,0.08,0.14285714285714285,0.0,0.782608695652174
Dragović,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Yarmolenko,Dynamo Kyiv,0.0,0.07142857142857142,0.25,0.0,0.0,0.08,0.14285714285714285,0.14285714285714285,0.782608695652174
Garmash,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.1,0.0,0.2857142857142857,0.0,0.5565217391304348
Gusev,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.14285714285714285,0.5391304347826087
Vida,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.30000000000000004,0.04,0.0,0.0,0.782608695652174
Buyalskiy,Dynamo Kyiv,0.0,0.07142857142857142,0.25,0.0,0.0,0.04,0.42857142857142855,0.0,0.782608695652174
Khacheridi,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.782608695652174
Teodorczyk,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.14285714285714285,0.4
"Rudko
 (GK)",Dynamo Kyiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Silva,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yakovenko,Dynamo Kyiv,0.0,0.07142857142857142,0.25,0.0,0.0,0.08,0.14285714285714285,0.0,0.24347826086956523
Sydorchuk,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22608695652173913
Korzun,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
González,Dynamo Kyiv,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.3826086956521739
Makarenko,Dynamo Kyiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serhiy Rebrov,Dynamo Kyiv(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Courtois
 (GK)",Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Ivanović,Chelsea,0.0,0.0,0.0,0.0,0.1,0.0,0.42857142857142855,0.0,0.782608695652174
Fàbregas,Chelsea,0.0,0.07142857142857142,0.0,0.0,0.2,0.04,0.5714285714285714,0.0,0.782608695652174
E. Hazard,Chelsea,0.0,0.21428571428571427,0.5,0.0,0.2,0.08,0.0,0.0,0.6695652173913044
Mikel,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.782608695652174
Kenedy,Chelsea,0.0,0.0,0.0,0.0,0.4,0.04,0.0,0.0,0.782608695652174
Pedro Rodríguez,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Diego Costa,Chelsea,0.25,0.2857142857142857,0.75,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.5217391304347826
Willian,Chelsea,0.0,0.21428571428571427,0.25,0.3333333333333333,0.0,0.28,0.14285714285714285,0.0,0.782608695652174
Cahill,Chelsea,0.0,0.0,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.782608695652174
Azpilicueta,Chelsea,0.0,0.07142857142857142,0.0,0.0,0.2,0.08,0.14285714285714285,0.0,0.782608695652174
"Begović
 (GK)",Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baba,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11304347826086956
Traoré,Chelsea,0.0,0.07142857142857142,0.25,0.0,0.1,0.0,0.0,0.0,0.2608695652173913
Rémy,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matić,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loftus-Cheek,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guus Hiddink,Chelsea(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trapp
 (GK)",Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Thiago Silva,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.782608695652174
Marquinhos,Paris,0.0,0.0,0.0,0.0,0.2,0.04,0.14285714285714285,0.0,0.782608695652174
Moura,Paris,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.14285714285714285,0.6695652173913044
Thiago Motta,Paris,0.0,0.07142857142857142,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.782608695652174
Ibrahimović,Paris,0.25,0.2857142857142857,0.5,0.3333333333333333,0.0,0.08,0.14285714285714285,0.42857142857142855,0.782608695652174
Di María,Paris,0.0,0.2857142857142857,0.5,0.3333333333333333,0.0,0.24,0.0,0.14285714285714285,0.7130434782608696
Matuidi,Paris,0.0,0.0,0.0,0.0,0.1,0.0,0.2857142857142857,0.0,0.7565217391304347
Maxwell,Paris,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.0,0.782608695652174
Rabiot,Paris,0.25,0.07142857142857142,0.25,0.0,0.1,0.0,0.5714285714285714,0.0,0.782608695652174
David Luiz,Paris,0.0,0.0,0.0,0.0,0.5,0.0,0.14285714285714285,0.0,0.782608695652174
"Sirigu
 (GK)",Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stambouli,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cavani,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.06956521739130435
Kurzawa,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van der Wiel,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026086956521739132
Pastore,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11304347826086956
Augustin,Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent Blanc,Paris(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lodygin
 (GK)",Zenit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Anyukov,Zenit,0.0,0.0,0.0,0.0,0.2,0.08,0.14285714285714285,0.0,0.5043478260869565
Lombaerts,Zenit,0.0,0.07142857142857142,0.0,0.0,0.2,0.0,0.0,0.14285714285714285,0.782608695652174
Hulk,Zenit,0.25,0.2857142857142857,0.25,0.0,0.0,0.6,0.0,0.42857142857142855,0.782608695652174
Maurício,Zenit,0.0,0.07142857142857142,0.0,0.0,0.2,0.0,0.42857142857142855,0.0,0.7130434782608696
Kokorin,Zenit,0.0,0.0,0.0,0.0,0.1,0.04,0.42857142857142855,0.0,0.5043478260869565
Danny,Zenit,0.0,0.0,0.0,0.0,0.0,0.08,0.2857142857142857,0.14285714285714285,0.782608695652174
Luís Neto,Zenit,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.782608695652174
Dzyuba,Zenit,0.0,0.3571428571428571,0.5,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.782608695652174
Witsel,Zenit,0.0,0.07142857142857142,0.0,0.0,0.2,0.0,0.14285714285714285,0.0,0.782608695652174
Zhirkov,Zenit,0.0,0.07142857142857142,0.0,0.3333333333333333,0.1,0.2,0.0,0.0,0.782608695652174
"M. Kerzhakov
 (GK)",Zenit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yusupov,Zenit,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.06956521739130435
Shatov,Zenit,0.0,0.0,0.0,0.0,0.0,0.04,0.14285714285714285,0.0,0.2782608695652174
Smolnikov,Zenit,0.0,0.07142857142857142,0.25,0.0,0.2,0.04,0.14285714285714285,0.0,0.2782608695652174
Garay,Zenit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivanov,Zenit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolgov,Zenit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Villas-Boas,Zenit(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ederson
 (GK)",Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Fejsa,Benfica,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.2857142857142857,0.0,0.782608695652174
Samaris,Benfica,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.14285714285714285,0.0,0.782608695652174
Gaitán,Benfica,0.25,0.07142857142857142,0.25,0.3333333333333333,0.1,0.28,0.0,0.0,0.782608695652174
Mitroglou,Benfica,0.0,0.0,0.0,0.0,0.1,0.04,0.7142857142857142,0.0,0.5826086956521739
Lindelöf,Benfica,0.0,0.14285714285714285,0.25,0.0,0.30000000000000004,0.0,0.0,0.0,0.782608695652174
Jonas,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Eliseu,Benfica,0.0,0.14285714285714285,0.25,0.0,0.1,0.0,0.0,0.0,0.782608695652174
Pizzi,Benfica,0.0,0.0,0.0,0.0,0.1,0.12,0.14285714285714285,0.14285714285714285,0.6347826086956522
Semedo,Benfica,0.0,0.07142857142857142,0.25,0.0,0.30000000000000004,0.0,0.5714285714285714,0.0,0.782608695652174
Renato Sanches,Benfica,0.0,0.07142857142857142,0.0,0.0,0.30000000000000004,0.0,0.42857142857142855,0.0,0.782608695652174
"Paulo Lopes
 (GK)",Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jiménez,Benfica,0.0,0.07142857142857142,0.25,0.0,0.0,0.0,0.5714285714285714,0.0,0.2
Salvio,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14782608695652175
Gonçalo Guedes,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sílvio,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talisca,Benfica,0.25,0.07142857142857142,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Rúben Dias,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rui Vitória,Benfica(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Navas
 (GK)",Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Pepe,Real Madrid,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.782608695652174
Ramos,Real Madrid,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.782608695652174
Ronaldo,Real Madrid,0.25,1.0,0.75,0.3333333333333333,0.0,0.0,0.14285714285714285,0.2857142857142857,0.782608695652174
Kroos,Real Madrid,0.0,0.21428571428571427,0.5,0.0,0.2,0.32,0.14285714285714285,0.0,0.782608695652174
James Rodríguez,Real Madrid,0.25,0.2857142857142857,0.5,0.0,0.0,0.28,0.0,0.0,0.782608695652174
Bale,Real Madrid,0.0,0.07142857142857142,0.0,0.0,0.0,0.24,0.0,0.0,0.5304347826086957
Marcelo,Real Madrid,0.0,0.42857142857142855,0.25,0.0,0.4,0.08,0.0,0.0,0.782608695652174
Casemiro,Real Madrid,0.0,0.21428571428571427,0.0,0.0,0.2,0.0,0.2857142857142857,0.0,0.7304347826086957
Modrić,Real Madrid,0.0,0.21428571428571427,0.25,0.0,0.2,0.04,0.0,0.0,0.6608695652173913
Danilo,Real Madrid,0.0,0.07142857142857142,0.0,0.0,0.4,0.12,0.2857142857142857,0.0,0.782608695652174
"Casilla
 (GK)",Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varane,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carvajal,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kovačić,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052173913043478265
Lucas Vázquez,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25217391304347825
Jesé,Real Madrid,0.0,0.07142857142857142,0.0,0.0,0.0,0.04,0.0,0.0,0.12173913043478261
Isco,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zinédine Zidane,Real Madrid(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Szczęsny
 (GK)",Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Digne,Roma,0.0,0.0,0.0,0.0,0.1,0.16,0.14285714285714285,0.0,0.782608695652174
Perotti,Roma,0.0,0.07142857142857142,0.0,0.0,0.1,0.44,0.14285714285714285,0.0,0.782608695652174
Džeko,Roma,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Salah,Roma,0.0,0.21428571428571427,0.25,0.0,0.1,0.16,0.14285714285714285,0.0,0.782608695652174
Pjanić,Roma,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4
Keita,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.7478260869565218
El Shaarawy,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6434782608695653
Florenzi,Roma,0.0,0.07142857142857142,0.25,0.0,0.4,0.12,0.14285714285714285,0.0,0.782608695652174
Manolas,Roma,0.0,0.07142857142857142,0.25,0.0,0.4,0.0,0.0,0.0,0.782608695652174
Zukanovic,Roma,0.0,0.07142857142857142,0.25,0.0,0.1,0.0,0.2857142857142857,0.0,0.782608695652174
Leandro Castán,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Totti,Roma,0.0,0.07142857142857142,0.0,0.0,0.0,0.04,0.0,0.0,0.782608695652174
Maicon,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Falqué,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Vainqueur,Roma,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.782608695652174
"De Sanctis
 (GK)",Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Torosidis,Roma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luciano Spalletti,Roma(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Casteels
 (GK)",Wolfsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Draxler,Wolfsburg,0.0,0.07142857142857142,0.0,0.3333333333333333,0.0,0.08,0.14285714285714285,0.0,0.6782608695652174
Kruse,Wolfsburg,0.0,0.14285714285714285,0.0,0.0,0.0,0.16,0.0,0.0,0.782608695652174
Träsch,Wolfsburg,0.0,0.07142857142857142,0.25,0.0,0.0,0.12,0.2857142857142857,0.0,0.782608695652174
Schürrle,Wolfsburg,0.25,0.2857142857142857,0.25,0.0,0.1,0.08,0.2857142857142857,0.14285714285714285,0.7739130434782608
Dante,Wolfsburg,0.0,0.07142857142857142,0.0,0.0,0.30000000000000004,0.04,0.0,0.14285714285714285,0.782608695652174
Luiz Gustavo,Wolfsburg,0.0,0.14285714285714285,0.25,0.0,0.2,0.0,0.14285714285714285,0.0,0.782608695652174
Guilavogui,Wolfsburg,0.0,0.14285714285714285,0.25,0.0,0.30000000000000004,0.08,0.42857142857142855,0.0,0.782608695652174
Arnold,Wolfsburg,0.0,0.0,0.0,0.0,0.1,0.04,0.2857142857142857,0.0,0.7217391304347827
Knoche,Wolfsburg,0.0,0.07142857142857142,0.0,0.0,0.1,0.0,0.0,0.0,0.782608695652174
Rodríguez,Wolfsburg,0.0,0.14285714285714285,0.0,0.0,0.2,0.24,0.2857142857142857,0.0,0.782608695652174
"Grün
 (GK)",Wolfsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schäfer,Wolfsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044
Ascues,Wolfsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caligiuri,Wolfsburg,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.10434782608695653
Vieirinha,Wolfsburg,0.0,0.07142857142857142,0.25,0.0,0.0,0.0,0.0,0.0,0.06086956521739131
Henrique,Wolfsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Putaro,Wolfsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dieter Hecking,Wolfsburg(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sels
 (GK)",Gent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Rafinha,Gent,0.0,0.0,0.0,0.0,0.2,0.0,0.2857142857142857,0.0,0.6782608695652174
Matton,Gent,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.591304347826087
Renato Neto,Gent,0.0,0.0,0.0,0.0,0.2,0.0,0.42857142857142855,0.0,0.782608695652174
Kums,Gent,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.782608695652174
Dejaegere,Gent,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.782608695652174
Asare,Gent,0.0,0.0,0.0,0.0,0.2,0.0,0.2857142857142857,0.0,0.782608695652174
L. Nielsen,Gent,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.782608695652174
Simon,Gent,0.0,0.07142857142857142,0.25,0.0,0.0,0.08,0.0,0.2857142857142857,0.6086956521739131
Gershon,Gent,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.782608695652174
Milicevic,Gent,0.0,0.14285714285714285,0.0,0.0,0.2,0.12,0.0,0.0,0.782608695652174
"Thoelen
 (GK)",Gent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K. Coulibaly,Gent,0.0,0.07142857142857142,0.25,0.0,0.0,0.0,0.0,0.0,0.17391304347826086
Depoitre,Gent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saief,Gent,0.0,0.0,0.0,0.0,0.1,0.04,0.2857142857142857,0.0,0.19130434782608696
Deaux,Gent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wikheim,Gent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foket,Gent,0.0,0.0,0.0,0.0,0.2,0.0,0.14285714285714285,0.0,0.10434782608695653
Hein Vanhaezebrouck,Gent(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zoet
 (GK)",PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Moreno,PSV,0.0,0.0,0.0,0.0,0.2,0.0,0.14285714285714285,0.0,0.782608695652174
Arias,PSV,0.0,0.0,0.0,0.0,0.4,0.08,0.14285714285714285,0.0,0.782608695652174
Bruma,PSV,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.782608695652174
Pröpper,PSV,0.0,0.07142857142857142,0.25,0.0,0.1,0.04,0.14285714285714285,0.0,0.782608695652174
Pereiro,PSV,0.0,0.0,0.0,0.0,0.1,0.0,0.2857142857142857,0.0,0.782608695652174
Narsingh,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5652173913043478
Willems,PSV,0.0,0.07142857142857142,0.0,0.0,0.4,0.16,0.0,0.0,0.782608695652174
Guardado,PSV,0.0,0.0,0.0,0.0,0.5,0.0,0.2857142857142857,0.0,0.6521739130434783
Locadia,PSV,0.0,0.07142857142857142,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.7478260869565218
Van Ginkel,PSV,0.0,0.07142857142857142,0.0,0.0,0.2,0.08,0.0,0.0,0.782608695652174
"Pasveer
 (GK)",PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isimat-Mirin,PSV,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.21739130434782608
Schaars,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lestienne,PSV,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.034782608695652174
Jozefzoon,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brenet,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hendrix,PSV,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,0.13043478260869565
Phillip Cocu,PSV(COACH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oblak
 (GK)",Atlético,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174
Godín,Atlético,0.0,0.0,0.0,0.0,0.4,0.0,0.2857142857142857,0.0,0.782608695652174
Filipe Luís,Atlético,0.0,0.0,0.0,0.0,0.30000000000000004,0.24,0.0,0.0,0.782608695652174
